gene_u,gene_v,score
G200,G327,0.8927709216583009
G587,G254,0.8130808950550598
G504,G214,0.7986656450295944
G186,G514,0.7354436623622235
G25,G221,0.7447635854174919
G266,G222,0.8984761119097718
G130,G102,0.9409905399411095
G469,G228,0.907471377480472
G160,G536,0.8375462773818487
G546,G54,0.9316819879337903
G244,G258,0.8208148945210845
G471,G431,0.7186366287720601
G576,G587,0.8311795047106396
G379,G195,0.9002453319766636
G509,G118,0.778899024879984
G541,G457,0.7768478277313491
G64,G165,0.7126693007697678
G535,G339,0.8692774487179304
G560,G334,0.7922306638216899
G86,G255,0.7230252116022928
G584,G512,0.7910200716257024
G596,G456,0.7182552602945118
G20,G29,0.7478299596762553
G233,G430,0.9364509597743053
G273,G301,0.7765587171852933
G413,G314,0.7732688205325903
G278,G385,0.925207342001943
G500,G180,0.9209918390300416
G528,G2,0.7357597238130495
G201,G22,0.8395859592869374
G124,G562,0.8905085313591805
G307,G51,0.8574012116503982
G131,G102,0.7897979499834656
G22,G189,0.7169580673261018
G367,G436,0.7590000780453301
G37,G247,0.8806841479003158
G451,G598,0.9340064533600758
G215,G192,0.9498029097465452
G222,G536,0.8779150061636574
G459,G599,0.7157334749826109
G23,G16,0.9040596218996766
G369,G177,0.9063468971976955
G230,G394,0.7552257860414306
G223,G247,0.7882402235046345
G21,G79,0.7373650220327173
G90,G435,0.713049864711591
G397,G480,0.7270079018978363
G134,G400,0.7261818077866642
G566,G285,0.9417232175904068
G518,G242,0.862610551722332
G96,G47,0.898393336226716
G494,G270,0.9140977316267701
G397,G311,0.7583346546725978
G89,G198,0.942464386256463
G191,G370,0.7881647652071444
G404,G78,0.8740766043800682
G200,G71,0.8572452984881624
G298,G470,0.7555050926814768
G521,G584,0.7862476587605507
G360,G90,0.9393884595200415
G553,G150,0.8953996108165946
G482,G249,0.833406225452444
G163,G359,0.8482324657937976
G572,G464,0.8970663760344334
G162,G390,0.8366102572796106
G204,G346,0.8286551153287909
G378,G506,0.7020144544308784
G427,G290,0.7611576747760787
G72,G67,0.9072193649623626
G589,G312,0.9118644738749652
G474,G103,0.8797141076894327
G231,G453,0.8677497147154065
G199,G333,0.8624049163897578
G205,G299,0.8382606825761816
G341,G66,0.7967978514984361
G6,G244,0.8198593145305806
G428,G417,0.7090197567937082
G337,G254,0.8028692379866963
G554,G145,0.9340859169481643
G433,G441,0.9391112565115051
G459,G217,0.8602539980830568
G425,G241,0.7419167071602547
G531,G491,0.8349524483978665
G300,G433,0.8877739860118425
G31,G349,0.8588079916498591
G277,G87,0.7576212347540863
G439,G189,0.78510382684373
G351,G341,0.8237917254554689
G280,G321,0.8124853268788685
G536,G301,0.8487756263642885
G310,G5,0.749401088511896
G65,G196,0.8143670564905482
G321,G263,0.9412276900843866
G562,G529,0.7652565195063497
G338,G279,0.7534721763828474
G518,G372,0.7732736674861269
G353,G517,0.7769731378525062
G36,G148,0.7898058798164871
G263,G142,0.9358511597658402
G25,G47,0.808507808137749
G275,G347,0.8298869961882847
G75,G220,0.7469624111084252
G90,G125,0.9267666526884238
G520,G437,0.9343200234521701
G480,G123,0.7164216601652278
G454,G337,0.7117185392272414
G86,G315,0.8114710750071736
G484,G120,0.8821438019238614
G294,G500,0.8727148177993564
G189,G50,0.9464406346477939
G141,G585,0.9257267571889336
G400,G591,0.9475432303198474
G87,G154,0.8679950614393462
G499,G509,0.9114103823300582
G308,G412,0.7679880759965138
G555,G50,0.7499826973405961
G42,G203,0.8501896409968017
G273,G484,0.7842798237708173
G189,G162,0.8042002269262378
G50,G243,0.7030491512492295
G158,G453,0.9267823723978984
G401,G294,0.707710373817546
G314,G337,0.8991194730279523
G137,G332,0.8458105245212427
G515,G492,0.9162390454440523
G447,G237,0.7518613584864745
G366,G176,0.7381591123049197
G242,G243,0.7182087331396941
G325,G8,0.8246465535180075
G163,G91,0.7037856352267664
G411,G322,0.7631893732679366
G4,G353,0.8481532652239755
G302,G221,0.7872819373944254
G21,G270,0.7989991147888901
G261,G106,0.9131035671262049
G506,G153,0.7593835985752742
G84,G233,0.7058291888343089
G256,G284,0.7091764977554353
G63,G5,0.7155151638382584
G36,G234,0.76821198739831
G123,G421,0.9420007356730328
G193,G199,0.7002529618268363
G385,G114,0.7743073976664094
G588,G341,0.7312830692652551
G328,G550,0.8440776610039086
G407,G212,0.8448380244306317
G230,G7,0.8029425137214714
G47,G326,0.9354113817517895
G522,G205,0.8320940181077336
G469,G102,0.7347645360361075
G15,G146,0.8126134069127181
G216,G420,0.7565274580487997
G241,G594,0.9366094005035208
G249,G78,0.7376026494451657
G68,G310,0.8833022852333584
G389,G67,0.8764110496438346
G307,G175,0.7354138434746029
G229,G405,0.7039710893482847
G495,G254,0.8567822516713361
G15,G574,0.8884401172341505
G565,G157,0.8871550991522116
G8,G228,0.8023677805620175
G585,G510,0.9153785170722213
G514,G373,0.9461836263141246
G188,G271,0.7369168108315325
G313,G30,0.8580454080478461
G409,G370,0.756071380578311
G509,G400,0.7325150874150302
G82,G533,0.8267811178707201
G330,G495,0.8464032567098907
G218,G70,0.7802754354710565
G267,G355,0.814381292860539
G341,G95,0.8049677226254949
G450,G480,0.8517578836854719
G283,G292,0.7294877517023206
G167,G389,0.7279036649516869
G210,G351,0.9210852294409367
G82,G127,0.7433968788006071
G338,G403,0.7947673496314744
G226,G100,0.773825450490836
G91,G505,0.8738890952110063
G306,G342,0.8129003659892723
G17,G139,0.8396534048772681
G304,G31,0.8435419055464378
G184,G66,0.813713074461348
G559,G122,0.8533476592437013
G254,G355,0.7906958597836884
G7,G520,0.8484557090806206
G532,G349,0.7999140962173296
G159,G135,0.878370116265808
G45,G353,0.9450275404488386
G394,G229,0.7039419538258416
G548,G242,0.8048149773947819
G348,G186,0.754108437797096
G542,G553,0.8506188871502302
G147,G325,0.7250834890141595
G523,G399,0.9373091417259158
G71,G432,0.765109545263741
G18,G471,0.895576667675315
G36,G413,0.7460536983621169
G77,G373,0.7866350026659217
G541,G400,0.8160694806218626
G275,G365,0.9307457060598371
G269,G271,0.719839777059296
G394,G327,0.8466679009991723
G576,G252,0.9218986938901572
G316,G392,0.9171494827301332
G365,G265,0.815284875542087
G555,G337,0.9269120613766155
G455,G155,0.7982153724518266
G2,G116,0.8545074686119292
G65,G257,0.8256855155631503
G22,G181,0.933320533314897
G520,G597,0.9003187591532666
G197,G516,0.923190308482277
G228,G549,0.8623549425576955
G35,G514,0.8273992444448534
G195,G127,0.7357296281419681
G255,G178,0.7622179573275922
G301,G505,0.7557533286795981
G259,G379,0.9302248200589254
G189,G442,0.8503098404101779
G165,G437,0.7168346433969957
G5,G225,0.8005242911971905
G545,G380,0.8596137591791528
G120,G575,0.8523331091210631
G467,G264,0.7072796734156647
G87,G166,0.7178938932396137
G479,G87,0.8001452420411951
G209,G279,0.749733743653232
G213,G469,0.8020649122704009
G248,G220,0.8083333005092883
G450,G536,0.9159535247804714
G245,G26,0.8626651868844183
G45,G59,0.8508074071720939
G383,G486,0.8475225328139631
G430,G573,0.8299784234398646
G319,G444,0.8955590740920052
G377,G354,0.9403932031434166
G473,G310,0.8135511230301848
G235,G583,0.8744572561438501
G394,G533,0.8479577231745185
G48,G488,0.868635659879626
G81,G0,0.8277726488744414
G216,G436,0.8622071975972418
G533,G146,0.754951700288814
G80,G496,0.838689748615326
G163,G594,0.9397392323295077
G537,G51,0.918289377433621
G590,G359,0.9050310565793369
G461,G42,0.9456175266534895
G42,G248,0.731728900165475
G474,G264,0.7843757532397796
G222,G388,0.8696326488591937
G162,G291,0.9438024021059217
G480,G135,0.918887957826494
G250,G509,0.7035700340025353
G428,G549,0.9136174922743533
G215,G347,0.8865584687611585
G571,G304,0.8880340076982206
G371,G183,0.7197075483148783
G486,G479,0.7826433454170804
G289,G417,0.7651719941394618
G106,G307,0.788353682026248
G107,G126,0.7365237178025537
G438,G373,0.932903408742512
G117,G167,0.702255816112106
G227,G337,0.8993717441977633
G243,G342,0.7012110894249399
G231,G272,0.7575780708862145
G120,G480,0.8041241720140225
G386,G56,0.9413682564509173
G73,G558,0.9056826983235063
G139,G589,0.9058596379031401
G335,G387,0.9482047675500076
G338,G537,0.8691946141888949
G102,G85,0.9440503375127749
G267,G294,0.7967572385751184
G538,G385,0.887273803242145
G318,G508,0.8462363242103226
G330,G308,0.9187412849676044
G323,G442,0.9428300035531486
G193,G22,0.8897504169708548
G577,G288,0.7807507729174955
G520,G328,0.7107731436545035
G437,G277,0.8133288656303461
G104,G596,0.8473519458294384
G218,G199,0.7659361234881058
G78,G391,0.9157413902609859
G105,G95,0.946335356798939
G115,G286,0.9283421544814766
G310,G101,0.8519858900460496
G445,G573,0.912451852970402
G566,G409,0.7103316807522783
G57,G254,0.8788984309733041
G491,G379,0.8636554837231116
G378,G387,0.9114530240324579
G104,G336,0.8913293555445898
G177,G559,0.8220422436852561
G464,G489,0.8403657754293989
G291,G373,0.8531596559377064
G510,G138,0.8437087787549336
G62,G457,0.746553839091681
G358,G99,0.7437993473575094
G529,G436,0.8379261250089712
G272,G127,0.7909659842336478
G89,G475,0.9111463463900019
G220,G429,0.7154291740418611
G16,G484,0.819624474617057
G391,G199,0.8621117982329614
G41,G470,0.7544372453706898
G65,G365,0.8829862188447596
G548,G313,0.9394024825967544
G575,G34,0.897907573407478
G240,G2,0.7046597262855634
G522,G167,0.7847332122977161
G217,G266,0.7614070805059909
G593,G435,0.7568219347204664
G447,G333,0.8720542009080844
G40,G348,0.9486071650186272
G574,G523,0.7919773931389729
G126,G472,0.7371963302678706
G178,G592,0.9136215380142646
G474,G71,0.7625355182105328
G221,G531,0.736828923051857
G182,G100,0.9088083947701671
G114,G544,0.8966220011793473
G460,G108,0.7486646003667301
G143,G588,0.7342225614165152
G556,G346,0.9211783247612154
G323,G402,0.7460173846372016
G477,G523,0.8850522351576444
G72,G175,0.7797289170519819
G186,G225,0.9419770449745726
G203,G234,0.7943791377078038
G282,G473,0.7439384472062734
G450,G533,0.7774120474321917
G102,G249,0.8423543753272094
G519,G90,0.835169128886176
G70,G53,0.8508416389659554
G369,G251,0.9290192447951718
G332,G286,0.8670998096043112
G367,G110,0.8170329443511544
G337,G566,0.7848876089414542
G7,G301,0.7580145646470884
G338,G293,0.8350748385352439
G326,G203,0.7630023962251149
G11,G137,0.8195763779198538
G126,G392,0.8845682114458401
G451,G158,0.7216976089423572
G411,G66,0.7329110631055361
G79,G235,0.7849052208311156
G116,G170,0.7231589609760565
G593,G180,0.8516945889929696
G215,G131,0.7104003583665338
G421,G423,0.7073355998730073
G311,G435,0.7789402842738264
G376,G86,0.7252479274571361
G174,G59,0.8830505421065202
G152,G69,0.9236574864743405
G185,G56,0.9445835022457044
G493,G521,0.8377988564130558
G52,G596,0.8676317475687894
G599,G258,0.8725292014717867
G79,G351,0.7468329208950995
G94,G139,0.9039701286977454
G374,G581,0.8306137416291903
G594,G115,0.7670669859100269
G277,G335,0.7126079243395258
G400,G45,0.8607385364092297
G544,G495,0.7445581719854909
G225,G378,0.9091786934618997
G409,G572,0.9116514248381059
G555,G593,0.8859642844499267
G397,G282,0.7508530438330271
G79,G427,0.7717511762366625
G207,G260,0.8479812952621469
G404,G238,0.7406082637056786
G247,G189,0.8593923203072174
G425,G472,0.8644384336476025
G444,G109,0.7907141681224346
G193,G38,0.7760954579352516
G141,G218,0.8700469887193504
G133,G102,0.9270468193259241
G30,G192,0.8952720322977599
G250,G166,0.9095369914721204
G234,G283,0.8708251761107823
G87,G579,0.8355214121692568
G588,G545,0.8072100124712783
G303,G565,0.7853657901861986
G255,G29,0.8842012380255345
G28,G271,0.7504305621743148
G498,G475,0.7899264334217869
G192,G499,0.7311339166280225
G251,G277,0.7116596605907842
G287,G555,0.7343728541640364
G562,G360,0.7792839064680283
G142,G46,0.7290505326478016
G230,G567,0.7947755857596914
G133,G328,0.7428232640967455
G193,G124,0.7034997323206684
G339,G187,0.9261908460695291
G419,G147,0.7860402936264299
G292,G543,0.7399078346534086
G346,G386,0.7822191670770823
G330,G292,0.8122323457849869
G353,G489,0.9405540136234902
G503,G338,0.8613656327374731
G251,G344,0.715336667756265
G339,G443,0.722741512703708
G350,G171,0.9453746240336162
G226,G566,0.7689674463803787
G390,G61,0.7599049312911118
G476,G235,0.7774542531196218
G184,G575,0.935753102469048
G120,G342,0.7521600863903093
G43,G438,0.9342111094182013
G564,G245,0.8215785796461939
G134,G158,0.8642107866551548
G278,G197,0.7322024683992496
G490,G230,0.9269770139460178
G216,G570,0.8531206594889007
G520,G398,0.9374023622360189
G449,G277,0.7824042310739567
G164,G45,0.8533562122686991
G98,G324,0.7008369550931237
G108,G507,0.782916901651834
G374,G379,0.7979014581061383
G8,G94,0.8010404549225784
G579,G333,0.8873601034677179
G451,G400,0.8385451907134164
G311,G259,0.9315447587527401
G243,G128,0.7712827851337092
G186,G455,0.8102173772600836
G266,G463,0.9405522259709167
G41,G363,0.9012000727005205
G327,G445,0.7358044795934136
G401,G367,0.7600948313048406
G184,G91,0.8580221957106235
G400,G41,0.7698040050274614
G264,G172,0.8661181734687735
G459,G178,0.9076709230538514
G280,G264,0.9361367910966364
G299,G322,0.8941504778998546
G124,G455,0.8535391027517426
G319,G518,0.8397559473551675
G503,G269,0.8382884873640907
G419,G426,0.9046789277034977
G58,G224,0.943606796338317
G351,G280,0.9389751586958508
G40,G163,0.822484610211882
G589,G588,0.7482196889960794
G166,G323,0.8672653214334621
G187,G470,0.8072855976759994
G281,G351,0.71669160050284
G429,G562,0.8009012261949726
G518,G480,0.7293366619282972
G508,G128,0.8144546237701096
G415,G368,0.8904266115493791
G493,G437,0.8480770643874028
G324,G19,0.8742367368054599
G543,G578,0.8581754717192006
G355,G493,0.9388541059416499
G266,G201,0.7393850053074885
G441,G244,0.7293446821278183
G420,G400,0.8649897448446611
G376,G196,0.7861302627667777
G113,G224,0.7174262833838039
G302,G577,0.7931221793656071
G207,G360,0.7754837890479093
G500,G127,0.7351892654251078
G532,G362,0.8870571055482809
G380,G213,0.7311750310118135
G171,G253,0.8479271806679891
G399,G365,0.742350320550818
G43,G48,0.8481945970929935
G331,G72,0.8529627741644344
G418,G274,0.7281683263449444
G124,G323,0.7087432338026618
G4,G314,0.9025457600037027
G216,G547,0.7930331167321615
G38,G172,0.7828331190629187
G153,G213,0.8847308897429029
G147,G151,0.897049439219171
G31,G64,0.8582522825054888
G244,G563,0.9374489129292756
G587,G34,0.9336713281292841
G550,G418,0.8885076410079743
G69,G156,0.7697932044485621
G256,G423,0.8893917005338365
G178,G535,0.8887342087778012
G178,G20,0.8015417304744836
G585,G579,0.8915928397849259
G378,G424,0.7692212545413788
G306,G412,0.7969956258018704
G89,G169,0.8646702340608656
G478,G459,0.8575389976983574
G103,G542,0.7640489296859714
G482,G584,0.8774481956628013
G396,G9,0.9056984670976012
G383,G588,0.8958427477072872
G384,G13,0.9411671085457852
G441,G490,0.9419654826522651
G277,G109,0.8542883713451517
G124,G584,0.7961783720613369
G388,G311,0.780782848471322
G127,G318,0.7908912613581367
G391,G267,0.9327531773962141
G223,G128,0.7183760258735092
G521,G363,0.7771055227575838
G46,G80,0.7104174562496327
G520,G371,0.8853450595663872
G45,G345,0.9350728124529133
G241,G13,0.9060594847405962
G557,G63,0.8407657720631334
G162,G431,0.7180403492214336
G122,G236,0.8205177117218176
G241,G390,0.9397534175326774
G245,G65,0.9207911873591794
G519,G155,0.8697957242128052
G246,G173,0.8812663136427157
G527,G318,0.9183146535353259
G401,G34,0.8942102700648652
G599,G127,0.727300784399074
G449,G540,0.7172667381370853
G313,G369,0.7730116406172355
G41,G284,0.8699565506484909
G3,G262,0.7727426602175436
G259,G8,0.8063672890320936
G403,G337,0.7035710844784999
G4,G464,0.7611202554824641
G216,G74,0.7932627333220227
G481,G135,0.866515866582876
G586,G422,0.7211653473509707
G52,G597,0.9448852040667933
G297,G187,0.945575487336878
G474,G55,0.9028394733709633
G47,G312,0.8963981094554574
G266,G167,0.776557984160352
G87,G174,0.8084957678253722
G326,G151,0.9499535050753407
G469,G279,0.7713246938851943
G81,G575,0.8049523658411564
G275,G184,0.7354464093513557
G599,G585,0.813224894736888
G288,G92,0.9112983875004598
G358,G416,0.8338031592178244
G149,G490,0.7092661126114793
G207,G232,0.7210150460761162
G306,G479,0.9129773061360079
G582,G595,0.7908038593027131
G518,G392,0.932500299507068
G44,G486,0.77337455970927
G24,G79,0.7324916043014623
G367,G183,0.7779068296201092
G160,G144,0.7311866994273891
G195,G323,0.7680795210296267
G376,G434,0.7767061828698759
G134,G91,0.8415292719156686
G34,G188,0.8480435232973096
G237,G168,0.9473262469278799
G597,G122,0.8584058667222088
G128,G60,0.9497419453707784
G356,G192,0.7199440104565222
G117,G281,0.8096028130709386
G30,G63,0.9185831057597712
G167,G152,0.7291738489073107
G419,G103,0.822716706504178
G384,G314,0.7409131611536772
G460,G79,0.7701031412761373
G300,G516,0.9381105716485199
G310,G19,0.8084222434778905
G90,G240,0.7798049558194217
G404,G442,0.8383226260098596
G446,G453,0.781847624742932
G89,G468,0.7497290610580347
G516,G29,0.9148130120825687
G37,G140,0.879412823533873
G448,G205,0.7963933857016483
G229,G555,0.7517582544461707
G233,G204,0.902160762129012
G284,G487,0.7162690534583848
G167,G533,0.7672261867225888
G248,G174,0.7702490486277676
G173,G328,0.7113664461566265
G267,G125,0.7667291760637727
G134,G277,0.8473425388771755
G559,G176,0.7936434492309922
G461,G69,0.8200530593333272
G78,G428,0.7773261968027926
G195,G483,0.922142777366872
G162,G463,0.7816968070167398
G250,G516,0.770974304295709
G395,G479,0.7421650220452348
G593,G561,0.8694294993673035
G310,G410,0.7859813934700783
G18,G303,0.8645439772985921
G482,G317,0.7491569219433812
G2,G232,0.8368895080071259
G412,G104,0.8938443643312713
G347,G489,0.86527845496876
G120,G245,0.887613133307942
G352,G396,0.9214756993264256
G384,G256,0.7056381311971757
G443,G188,0.7079406875148615
G360,G180,0.7474816696073031
G8,G215,0.836673288157341
G53,G342,0.8987099603217086
G133,G197,0.8814150083558899
G467,G236,0.9035178777183918
G19,G503,0.8943590815296748
G267,G396,0.789560770244902
G408,G386,0.8814086087659079
G390,G460,0.8802861126666395
G137,G129,0.7529689683508739
G569,G202,0.8541678650215121
G287,G493,0.9411288464645265
G236,G215,0.8466225114158349
G221,G371,0.8133103251559389
G591,G3,0.8747466641014179
G268,G28,0.7404970621017444
G255,G286,0.7435703348699393
G452,G520,0.9173035180053969
G205,G418,0.8172388215585746
G105,G287,0.7156942421472999
G518,G253,0.7051930249159495
G93,G405,0.8343101211026362
G515,G255,0.8451055543803077
G540,G193,0.711266486500157
G451,G86,0.7182804056975551
G164,G335,0.8790601894282644
G465,G580,0.9067958174872317
G344,G585,0.9113281441408205
G231,G90,0.9091466222747175
G276,G83,0.7319822128016815
G544,G446,0.7455108542835231
G370,G49,0.9340408266017657
G136,G301,0.9361872671659718
G359,G304,0.9238971634469455
G152,G132,0.7635153936439375
G423,G298,0.7194037474198922
G33,G398,0.8495329357997031
G291,G485,0.9352373240996468
G378,G319,0.7029966259249633
G104,G372,0.7624327999236941
G96,G364,0.7306443716703146
G46,G460,0.8638762388028723
G47,G399,0.9389059645855721
G351,G94,0.7035404683243776
G486,G571,0.7933827792349606
G228,G334,0.9122152061194319
G197,G375,0.9021536739561693
G550,G476,0.8894689186272916
G99,G598,0.8002361200040038
G291,G354,0.8262124280091021
G52,G340,0.9096367428353453
G528,G209,0.905805904061122
G315,G550,0.7635167209112588
G467,G197,0.778074331988292
G428,G186,0.7542588378968198
G97,G520,0.8089131227293507
G23,G274,0.7155336715847938
G52,G123,0.9059533221832226
G556,G478,0.7128461449606338
